name,rating,address,region,closeregion,price,url,services,weddingpack,transfer,location
Effebi Art,5.0,,?,no,1000€-2200€,https://www.matrimonio.com/fotografo-matrimonio/effebi-art--e7401,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali","Scatti illimitati, provini stampati / on-line / su DVD, 100 foto, album, 2 album genitori ( possibilitàdi personalizzazione dell'album con pelli e tessuti pregiati )",yes,?
Morlotti Studio Como,?,,?,no,2300€,https://www.matrimonio.com/fotografo-matrimonio/morlotti-studio-como--e9361,"Foto, album, mini album, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",Album contenente dalle 80 alle 150 foto (a colori e in bianco e nero) e Cd-Rom contenente tutti gliscatti realizzati in alta definizione,yes,?
FineArt Studio,?,,?,no,200€,https://www.matrimonio.com/fotografo-matrimonio/fineart-studio--e18101,"Foto, video",Dvd con tutte le immagini realizzate in alta risoluzione - Scatti illimitati,yes,?
Walter Cargioli,5.0,,?,no,800€-3500€,https://www.matrimonio.com/fotografo-matrimonio/walter-cargioli--e19661,"Foto, postmatrimonio, album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",Il pak matrimonio conprende album con foto degli sposi piu due albumini per genitori,yes,?
AP Immagini,4.8,,?,no,500€,https://www.matrimonio.com/fotografo-matrimonio/ap-immagini--e22571,blu-ray o DVD con tutti gli scatti,,yes,?
Click & Chic,4.9,,?,no,2500€-5000€,https://www.matrimonio.com/fotografo-matrimonio/click-&-chic--e24071,"DVD con tutti gli scatti, Cartoline ricordo a fine festa.  Post produzione e grafica professionali e diversi tipi di supporti che uniscono innovazione, artigianalità e materie prime pregiate e che si discostano dai soliti album",1 o 2 fotografi - secondo necessità - per l'intero evento; nessun limite di orario; scatti illimitati econsegna di tutti i file in alta risoluzione e senza filigrana a lavoro finito,yes,?
Bizeta,?,,?,no,250€-1690€,https://www.matrimonio.com/fotografo-matrimonio/bizeta--e25491,"Foto, video, album, album digitali, blu-ray o DVD con tutti gli scatti","Fotolibro, provini in formato digitale, video-cd, il servizio a casa della sposa, alla cerimonia e al ristorante",yes,?
Cristian Dossena,?,,?,no,1500€,https://www.matrimonio.com/fotografo-matrimonio/cristian-dossena--e37191,"risoluzione, blu-ray o DVD con tutti gli scatti",2 fotografi a disposizione  Consegna provini della giornata 400 scatti  Post-produzione delle foto scelteper il fotolibro (circa 80 scatti)  Impaginazione grafica fotolibro,yes,?
Foto Ottica Micheli,?,,?,no,400€-1500€,https://www.matrimonio.com/fotografo-matrimonio/foto-ottica-micheli--e40691,"risoluzione, blu-ray o DVD con tutti gli scatti","Ripresa con la presenza di due fotografi, realizzazione foto libro digitale a scelta piú due bookgenitori, cd integrale degli scatti della giornata",yes,?
Studio Roberto Gandola,5.0,,?,no,700€-1900€,https://www.matrimonio.com/fotografo-matrimonio/studio-roberto-gandola--e44661,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, Solo foto  Solo video  Servizio completo",Servizio completo tutto compreso per servizio foto e video.  ( Album + album genitori + 3 DVD personalizzati ),yes,?
Cool Click,4.9,,?,no,800€-2500€,https://www.matrimonio.com/fotografo-matrimonio/cool-click--e45331,"risoluzione, blu-ray o DVD con tutti gli scatti",Ci sono vari pacchetti,yes,?
Fotoemozioni di Gaetano Di Stefano,?,,?,no,Tra 500 e 1000€,https://www.matrimonio.com/fotografo-matrimonio/fotoemozioni-di-gaetano-di-stefano--e48161,"Foto, altri",,?,?
Federico Tristani fotografo,?,,?,no,1400€,https://www.matrimonio.com/fotografo-matrimonio/federico-tristani-fotografo--e48321,"Foto, album, mini album, fotografie in alta risoluzione","Disponibilità del fotografo per tutta la giornata senza limite di orario, provini su dvd, albumfotografico e consegna di tutte le foto in alta risoluzione alla consegna dell'album",yes,?
Fabrizia Trombetti,?,,?,no,1200€-1500€,https://www.matrimonio.com/fotografo-matrimonio/fabrizia-trombetti--e76386,"blu-ray o DVD con tutti gli scatti, altri","Servizio per l'intera giornata, album libro, o album tradizionale su richiesta, dvd con tutti gli scattiprodotti in alta risoluzione",yes,?
Foto Ottica Sprocatti,5.0,,?,no,850€-5000€,https://www.matrimonio.com/fotografo-matrimonio/foto-ottica-sprocatti--e82432,"Foto, video, album, mini album, album digitali","Servizio fotografico della giornata, impaginazione, album dei provini, album tradizionale o album libro,Digital Photo Album in slide&show",yes,?
Roberto Alloni Fotografo,?,,?,no,600€-2000€,https://www.matrimonio.com/fotografo-matrimonio/roberto-alloni-fotografo--e83699,tutti gli scatti,"Il servizio comprende la mia presenza dalla  mattina  fino a fine della festa,sono al servizio deglisposi per  il tempo che ritengono necessario. realizzeremo l'album e i due album per i genitori",yes,?
Pitsfoto,5.0,,?,no,800€-2000€,https://www.matrimonio.com/fotografo-matrimonio/pitsfoto--e86612,"Foto, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Sopralluogo, scatti dalla preparazione al termine dei festeggiamenti, selezione e postproduzioneprofessionale di tutto il materiale selezionato, consegnato su supporto DVD, doppia risoluzione",yes,?
Daniele Caglia Wedding Photographer,4.9,,?,no,800€-3000€,https://www.matrimonio.com/fotografo-matrimonio/daniele-caglia-wedding-photographer--e88430,"risoluzione, blu-ray o DVD con tutti gli scatti","Disponibilità per tutto il giorno, foto a casa degli sposi (se richiesto), a seguire tutte le foto dellacerimonia e della giornata secondo quanto concordato per la realizzazione dell'album",yes,?
Giovanni Miele Fotografo,?,,?,no,700€-1980€,https://www.matrimonio.com/fotografo-matrimonio/giovanni-miele-fotografo--e89393,DVD con tutti gli scatti,"I Pack di Matrimonio parte da quello base con consegna su DVD di tutti gli scatti in altissimarisoluzione fino al Gold, che prevede la stampa su Fotolibro, mini Album Genitori e Video Matrimoniale",yes,?
Ron Lima Wedding Photographer,5.0,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/ron-lima-wedding-photographer--e92328,Foto,"Offro diverse pack, dal più semplice con le foto in DVD al più completo con album esclusivo e trash thedress. Tutti i pack includono sessione pre wedding e galleria protetta",yes,?
Andrea Baccalino,5.0,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/andrea-baccalino--e93708,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, Raccolgo immagini che cercheranno di raccontare tutta la gioia della giornata. Post produco con cura le foto, consegno le foto in alta risoluzione, realizzo album tradizionali o fotolibri","Casa sposa, casa sposo, celebrazione, eventuale location, ristorante e festa.   Consegna di oltre 500foto post prodotte.  Composizione e stampa album, valigia,  album genitori eccetera",yes,?
Le Foto Di Sele,5.0,,?,no,400€,https://www.matrimonio.com/fotografo-matrimonio/le-foto-di-sele--e95392,,,?,?
Centrophoto snc,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/centrophoto-snc--e98672,"Foto, video","Album, cofanetto con dvd delle foto scattate durante l'evento",yes,?
Avenue Studio Fotografi,4.6,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/avenue-studio-fotografi--e105754,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica",,yes,?
Image Your Wedding,4.8,,?,no,1000€-2500€,https://www.matrimonio.com/fotografo-matrimonio/image-your-wedding--e106471,"Foto, video, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione, cabina fotografica",,yes,?
Fabrizio Oliva,5.0,,?,no,1600€,https://www.matrimonio.com/fotografo-matrimonio/fabrizio-oliva--e106522,"risoluzione, blu-ray o DVD con tutti gli scatti",La presenza del fotografo Fabrizio Oliva e un suo assistente;  copertura di tutto l’evento fino al tagliodella torta (circa 12 ore di disponibilità); scatti illimitati; Album; ...,yes,?
Sala Davide Fotografo,?,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/sala-davide-fotografo--e106905,"Foto, video, album, mini album, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","Il pack matrimonio include il servizio fotografico la post-produzione delle immagini, la consegna di unCD contenente tutte le immagini in alta qualità, la produzione dell'album e la consegna",yes,?
Maurizio Bonetti Fotografo,4.9,,?,no,600€-1800€,https://www.matrimonio.com/fotografo-matrimonio/maurizio-bonetti-fotografo--e108833,"risoluzione, blu-ray o DVD con tutti gli scatti",,yes,?
Foto Marzia Magri,4.9,,?,no,1000€-1500€,https://www.matrimonio.com/fotografo-matrimonio/foto-marzia-magri--e109377,"Foto, postmatrimonio, album, mini album, album digitali, blu-ray o DVD con tutti gli scatti","Servizio  giornata, con il dvd di tutte le immagini scattate in formato 15x20 jpg  che restano  aglisposi, una slide musicale  , 4 tipologie di album , album per genitori, calendario , poster ,mignon",yes,?
I See You Married,4.9,,?,no,1000€-3000€,https://www.matrimonio.com/fotografo-matrimonio/i-see-you-married--e110519,"risoluzione, blu-ray o DVD con tutti gli scatti, Photobooth, impaginazione album, postproduzione avanzata, web gallery, album digitali per tablet, pre e post shooting matrimonio",Fotografo reportage full day; fotolibro 20x30 cm; DVD contenente tutte le immagini ottimizzate della giornata,yes,?
Cristina Penocchio Fotografa,5.0,,?,no,1100€-2000€,https://www.matrimonio.com/fotografo-matrimonio/cristina-penocchio-fotografa--e110935,"Foto, video, album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","Un servizio fotografico di tutta la giornata, dalla preprazione degli sposi, fino alla conclusione diquesto lieto giorno. Due album, cd con foto",yes,?
Spazio Focale di Alessandro Devinu,4.8,,?,no,500€-2000€,https://www.matrimonio.com/fotografo-matrimonio/spazio-focale-di-alessandro-devinu--e111365,blu-ray o DVD con tutti gli scatti,"Foto prematrimoniali, a casa dello sposo e della sposa, in chiesa, al ricevimento fino in oltranza. Albumclassico o Fotolibro + DVD con foto in slide show con cofanetto apposito",yes,?
ICS Foto Video,?,,?,no,900€-2900€,https://www.matrimonio.com/fotografo-matrimonio/ics-foto-video--e111416,"risoluzione, blu-ray o DVD con tutti gli scatti, Grafica personalizzata con varie tecniche (aerografo, tempera, acrilico, carboncino ecc). Partecipazioni, tableau e segnaposti. Ringraziamenti con foto degli sposi stampati il giorno del matrimonio",,yes,?
Morgana Pozzi Fotografia,4.7,,?,no,900€-2500€,https://www.matrimonio.com/fotografo-matrimonio/morgana-pozzi-fotografia--e112303,"Foto, prematrimonio, album, mini album, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","Album, gemelli per i genitori, servizio prematrimoniale e photo booth",yes,?
Brescia Wedding,5.0,,?,no,750€,https://www.matrimonio.com/fotografo-matrimonio/brescia-wedding--e114278,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","Una giornata di riprese fotografiche, dai preparativi alla festa finale.  Album tradizionale o AlbumLIbro | Albumino genitori.  Fotoritocco professionale.  DVD con tutte le fotografie della giornata",yes,?
Alessandro Prati Fotografo,?,,?,no,600€-2000€,https://www.matrimonio.com/fotografo-matrimonio/alessandro-prati-fotografo--e118402,Foto,"Ci sono vari servizi personalizzati e su misura. Da quello con le foto alla sola cerimonia, a quello contutta la festa. Inoltre, in alcuni pack sono compresi l'album e il pack genitori",yes,?
Fotografi Villani,4.9,,?,no,700€-1700€,https://www.matrimonio.com/fotografo-matrimonio/fotografi-villani--e119630,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, Realizzazione bomboniere, e articoli regalo","Pre-nozze, tavola bianca e un servizio continuo per tutta la durata del matrimonio; album con pagine edeffetti illimitati, possibilità di inserire il viaggio di nozze, due album genitori in omaggio",yes,?
Flashback,4.2,,?,no,550€-1600€,https://www.matrimonio.com/fotografo-matrimonio/flashback--e120116,DVD con tutti gli scatti,"Personalizzabile a seconda delle esigenze, oppure anche solo DVD con tutti gli scatti!",yes,?
Flash Photo Center,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/flash-photo-center--e121425,,,?,?
Piero Beghi fotografo,?,,?,no,900€-2500€,https://www.matrimonio.com/fotografo-matrimonio/piero-beghi-fotografo--e126303,"Foto, prematrimonio, postmatrimonio, album, mini album, album digitali, altri","Ci sono diverse tipologie di pack, viene personalizzato insieme agli sposi in base alle loro esigenze e gusti personali",yes,?
Il gatto blu,?,,?,no,900€-2500€,https://www.matrimonio.com/fotografo-matrimonio/il-gatto-blu--e129452,"blu-ray o DVD con tutti gli scatti, Battesimo - Cresima - Compleanno - Anniversario","Dal supporto CD fino alle stampe con formato a scelta anche per gli ospiti.  L'Album per gli sposi instile Classico con foto incollate oppure il Fotolibro, di moda.  Scatti in alta risoluzione",yes,?
Pittore Giuseppe & C.,5.0,,?,no,900€-3000€,https://www.matrimonio.com/fotografo-matrimonio/pittore-giuseppe-&-c--e132698,"risoluzione, blu-ray o DVD con tutti gli scatti",Servizio fotografico completo con consegna file originali,yes,?
Anna Maria Photography,5.0,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/anna-maria-photography--e133591,tutti gli scatti,,yes,?
Vigevano Sposi,5.0,,?,no,1300€-3000€,https://www.matrimonio.com/fotografo-matrimonio/vigevano-sposi--e135199,"risoluzione, blu-ray o DVD con tutti gli scatti",Backstage preparazione matrimonio  Servizio Liturgico / Civile  Ricevimento  Scatti in alta risoluzionesu DVD  Fotoalbum  Mini Album Genitori,yes,?
Franco Garbin Fotografo,5.0,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/franco-garbin-fotografo--e135565,DVD con tutti gli scatti,"Servizio realizzato da due fotografi, DVD con provini, album, stampe fotografiche anche fine-art, DVD contutte le immagini in alta risoluzione",yes,?
Studio Greco,5.0,,?,no,450€,https://www.matrimonio.com/fotografo-matrimonio/studio-greco--e137831,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall",,yes,?
Massimo Girini Foto e Video,5.0,,?,no,600€-2500€,https://www.matrimonio.com/fotografo-matrimonio/massimo-girini-foto-e-video--e138103,"risoluzione, blu-ray o DVD con tutti gli scatti","Attrezzatura professionale,  corso agli sposi di galateo e comportamento per le riprese foto e video",yes,?
Domenico Gargarella Fotografo,5.0,,?,no,1000€-3500€,https://www.matrimonio.com/fotografo-matrimonio/domenico-gargarella-fotografo--e139121,blu-ray o DVD con tutti gli scatti,"Pacchetto Base: servizio fotografico, consegna delle foto su DVD, accurata postproduzione su unaselezione di foto, album non è incluso. Organizzo Addio al Nubilato e Celibato in studio!",yes,?
Francesco & Federica,?,,?,no,400€-3500€,https://www.matrimonio.com/fotografo-matrimonio/francesco-&-federica--e140517,"Foto, prematrimonio, postmatrimonio, album, mini album, fotografie in alta risoluzione, negativi",Wedding Album Servizio fotografico - Album sposi e album genitori - Cd con Tutti i file originali con diritti di stampa,yes,?
